release_year,cast,vote_average
2007,Mathew Wilkinson,5.3984375
2007,Richard Jenkins,6.1015625
2007,Haaz Sleiman,6.1015625
2007,Danai Gurira,6.1015625
2007,Hiam Abbass,6.1015625
2007,Marian Seldes,6.1015625
2007,Billie Piper,4.5
2007,Rory Kinnear,4.5
2007,Hayley Atwell,4.5
2007,Julia Joyce,4.5
2007,Douglas Hodge,4.5
2007,Samuel L. Jackson,5.80078125
2007,Ed Harris,5.80078125
2007,Eva Mendes,5.80078125
2007,Luis GuzmÃ¡n,5.80078125
2007,Keke Palmer,5.80078125
2007,Michael Douglas,6.30078125
2007,Evan Rachel Wood,6.30078125
2007,Willis Burks II,6.30078125
2007,Kathleen Wilhoite,6.30078125
2007,Arthur Santiago,6.30078125
2007,Patrick Stewart,7.5
2007,Constantino Romero,7.5
2007,James Earl Jones,7.5
2007,Ken Watanabe,7.5
2007,Ulrich Tukur,7.5
2007,Jonathan Bennett,4.69921875
2007,Randy Wayne,4.69921875
2007,April Scott,4.69921875
2007,Joel David Moore,4.69921875
2007,Harland Williams,4.69921875
2007,Jeff Dunham,6.3984375
2007,Paige Dunham,6.3984375
2007,Keira Knightley,5.19921875
2007,Michael Pitt,5.19921875
2007,Alfred Molina,5.19921875
2007,KÅji Yakusho,5.19921875
2007,Sei Ashina,5.19921875
2007,Sienna Miller,6.30078125
2007,Steve Buscemi,6.30078125
2007,Michael Buscemi,6.30078125
2007,Tara Elders,6.30078125
2007,David Schecter,6.30078125
2007,Robert Carlyle,5.19921875
2007,Tom Courtenay,5.19921875
2007,Joanne Whalley,5.19921875
2007,Jessalyn Gilsig,5.19921875
2007,David Suchet,5.19921875
2007,Nick Stahl,6.0
2007,Erika Christensen,6.0
2007,Gavin Rossdale,6.0
2007,Terry Crews,6.0
2007,David Carradine,6.0
2007,PenÃ©lope Cruz,5.5
2007,Martin Freeman,5.5
2007,Gwyneth Paltrow,5.5
2007,Simon Pegg,5.5
2007,Danny DeVito,5.5
2007,Colin Firth,4.8984375
2007,Ben Kingsley,4.8984375
2007,Aishwarya Rai Bachchan,4.8984375
2007,Peter Mullan,4.8984375
2007,Kevin McKidd,4.8984375
2007,Bridget Moynahan,5.1015625
2007,Peter Weller,5.1015625
2007,Carly Schroeder,5.1015625
2007,Jamie Bartlett,5.1015625
2007,Conner Dowds,5.1015625
2007,Karina Testa,5.80078125
2007,AurÃ©lien Wiik,5.80078125
2007,Patrick Ligardes,5.80078125
2007,David Saracino,5.80078125
2007,Maud Forget,5.80078125
2007,Nathan Fillion,5.3984375
2007,Katee Sackhoff,5.3984375
2007,Craig Fairbrass,5.3984375
2007,Adrian Holmes,5.3984375
2007,Teryl Rothery,5.3984375
2007,Buzz Aldrin,6.19921875
2007,Michael Collins,6.19921875
2007,Alan Bean,6.19921875
2007,Eugene Cernan,6.19921875
2007,Charles Duke,6.19921875
2007,Blake Woodruff,5.69921875
2007,Josh Holloway,5.69921875
2007,Sarah Wayne Callies,5.69921875
2007,Michael Rooker,5.69921875
2007,Julian Christopher,5.69921875
2007,Marc Worden,5.1015625
2007,Gwendoline Yeo,5.1015625
2007,John McCook,5.1015625
2007,Bruce Boxleitner,6.3984375
2007,Peter Woodward,6.3984375
2007,Alan Scarfe,6.3984375
2007,Teryl Rothery,6.3984375
2007,Keegan Macintosh,6.3984375
2007,LluÃ­s Homar,6.30078125
2007,Santi MillÃ¡n,6.30078125
2007,Alejo Sauras,6.30078125
2007,Federico Luppi,6.30078125
2007,Elena Ballesteros,6.30078125
2007,Josiane Balasko,5.0
2007,Christian Clavier,5.0
2007,GÃ©rard Jugnot,5.0
2007,Jean-Baptiste Maunier,5.0
2007,Sylvie Joly,5.0
2007,Kristen Stewart,5.6015625
2007,Aaron Stanford,5.6015625
2007,Bruce Dern,5.6015625
2007,Elizabeth Ashley,5.6015625
2007,Jayce Bartok,5.6015625
2007,Stacy Keach,7.30078125
2007,John Lasseter,7.30078125
2007,Brad Bird,7.30078125
2007,John Musker,7.30078125
2007,Ron Clements,7.30078125
2007,Norah Jones,6.19921875
2007,Jude Law,6.19921875
2007,David Strathairn,6.19921875
2007,Rachel Weisz,6.19921875
2007,Cat Power,6.19921875
2007,Ben Kingsley,6.1015625
2007,TÃ©a Leoni,6.1015625
2007,Luke Wilson,6.1015625
2007,Bill Pullman,6.1015625
2007,Dennis Farina,6.1015625
2007,Alistair Abell,6.30078125
2007,Sharon Alexander,6.30078125
2007,Kathleen Barr,6.30078125
2007,Andrew Francis,6.30078125
2007,Tim Roth,6.6015625
2007,Alexandra Maria Lara,6.6015625
2007,Bruno Ganz,6.6015625
2007,AndrÃ© Hennicke,6.6015625
2007,Marcel IureÈ™,6.6015625
2007,Natassia Malthe,3.30078125
2007,Zack Ward,3.30078125
2007,Michael ParÃ©,3.30078125
2007,Brendan Fletcher,3.30078125
2007,Chris Coppola,3.30078125
2007,Joe Strummer,7.19921875
2007,Mick Jones,7.19921875
2007,Topper Headon,7.19921875
2007,Paul Simonon,7.19921875
2007,Terry Chimes,7.19921875
2007,Sally Hawkins,6.5
2007,Rupert Penry-Jones,6.5
2007,Alice Krige,6.5
2007,Anthony Stewart Head,6.5
2007,Julia Davis,6.5
2007,Claire Danes,5.3984375
2007,Toni Collette,5.3984375
2007,Vanessa Redgrave,5.3984375
2007,Patrick Wilson,5.3984375
2007,Hugh Dancy,5.3984375
2007,Dwaine Stevenson,5.1015625
2007,Jack Campbell,5.1015625
2007,Erika Heynatz,5.1015625
2007,Andy Whitfield,5.1015625
2007,Samantha Noble,5.1015625
2007,Michael ParÃ©,3.400390625
2007,Will Sanderson,3.400390625
2007,Ralf Moeller,3.400390625
2007,Jodelle Ferland,3.400390625
2007,Thea Gill,3.400390625
2007,Ricci Harnett,7.30078125
2007,Terry Stone,7.30078125
2007,Craig Fairbrass,7.30078125
2007,Roland Manookian,7.30078125
2007,Coralie Rose,7.30078125
2007,Owen Wilson,7.19921875
2007,Jason Schwartzman,7.19921875
2007,Adrien Brody,7.19921875
2007,Bill Murray,7.19921875
2007,Anjelica Huston,7.19921875
2007,Parker Posey,6.6015625
2007,Drea de Matteo,6.6015625
2007,Tim Guinee,6.6015625
2007,Gena Rowlands,6.6015625
2007,Melvil Poupaud,6.6015625
2007,Columbus Short,6.1015625
2007,Meagan Good,6.1015625
2007,Ne-Yo,6.1015625
2007,Darrin Henson,6.1015625
2007,Jermaine Williams,6.1015625
2007,Ryan Cartwright,4.5
2007,Hayden Christensen,4.5
2007,Mischa Barton,4.5
2007,Jay Villiers,4.5
2007,Simone Spinazze,4.5
2007,Karl Markovics,6.8984375
2007,August Diehl,6.8984375
2007,Devid Striesow,6.8984375
2007,Martin Brambach,6.8984375
2007,August Zirner,6.8984375
2007,Asia Argento,5.30078125
2007,Michael Madsen,5.30078125
2007,Kelly Lin,5.30078125
2007,Kim Gordon,5.30078125
2007,Carl Ng,5.30078125
2007,Simon Baker,5.5
2007,Winona Ryder,5.5
2007,Julie Bowen,5.5
2007,Leslie Bibb,5.5
2007,Skyler James Sandak,5.5
2007,Jefferson Brown,4.1015625
2007,Darryn Lucio,4.1015625
2007,Christopher Elliott,4.1015625
2007,Melanie Marden,4.1015625
2007,Ryan Kwanten,6.19921875
2007,Donnie Wahlberg,6.19921875
2007,Bob Gunton,6.19921875
2007,Amber Valletta,6.19921875
2007,Laura Regan,6.19921875
2007,Zack Ward,5.30078125
2007,Dave Foley,5.30078125
2007,Chris Coppola,5.30078125
2007,J.K. Simmons,5.30078125
2007,Michael Benyaer,5.30078125
2007,Akshay Kumar,6.8984375
2007,Katrina Kaif,6.8984375
2007,Anil Kapoor,6.8984375
2007,Nana Patekar,6.8984375
2007,Paresh Rawal,6.8984375
2007,Stephen Dorff,6.3984375
2007,Sean Pertwee,6.3984375
2007,Jamie Foreman,6.3984375
2007,David Heap,6.3984375
2007,Alan Smyth,6.3984375
2007,Asia Argento,6.69921875
2007,Fu'ad AÃ¯t Aattou,6.69921875
2007,Roxane Mesquida,6.69921875
2007,Claude Sarraute,6.69921875
2007,Yolande Moreau,6.69921875
2007,Adam Baldwin,6.3984375
2007,Anne Heche,6.3984375
2007,James Marsters,6.3984375
2007,John DiMaggio,6.3984375
2007,Swoosie Kurtz,6.3984375
2007,Sam Rockwell,6.19921875
2007,Vera Farmiga,6.19921875
2007,Jacob Kogan,6.19921875
2007,Celia Weston,6.19921875
2007,Dallas Roberts,6.19921875
2007,Julianne Moore,6.1015625
2007,Stephen Dillane,6.1015625
2007,Eddie Redmayne,6.1015625
2007,Elena Anaya,6.1015625
2007,Hugh Dancy,6.1015625
2007,Dougray Scott,5.3984375
2007,Saffron Burrows,5.3984375
2007,Leo Gregory,5.3984375
2007,Scott Wills,5.3984375
2007,Stuart Wilson,5.3984375
2007,Ray Stevenson,5.6015625
2007,Julian Wadham,5.6015625
2007,Richard Brake,5.6015625
2007,Paul Blair,5.6015625
2007,Brett Fancy,5.6015625
2007,Wesley Snipes,5.30078125
2007,Eliza Bennett,5.30078125
2007,Lena Headey,5.30078125
2007,Ralph Brown,5.30078125
2007,Charles Dance,5.30078125
2007,Emma Roberts,5.6015625
2007,Josh Flitter,5.6015625
2007,Max Thieriot,5.6015625
2007,Rachael Leigh Cook,5.6015625
2007,Tate Donovan,5.6015625
2007,Talulah Riley,5.3984375
2007,Rupert Everett,5.3984375
2007,Jodie Whittaker,5.3984375
2007,Gemma Arterton,5.3984375
2007,Juno Temple,5.3984375
2007,Mila Kunis,5.30078125
2007,Dave Franco,5.30078125
2007,Jose Pablo Cantillo,5.30078125
2007,Jane Seymour,5.30078125
2007,Emmanuelle Chriqui,5.30078125
2007,Larry the Cable Guy,4.6015625
2007,Bill Engvall,4.6015625
2007,DJ Qualls,4.6015625
2007,Christina Moore,4.6015625
2007,Danny Trejo,4.6015625
2007,Paul Rudd,4.80078125
2007,Adam Brody,4.80078125
2007,Jon Hamm,4.80078125
2007,Winona Ryder,4.80078125
2007,Ken Marino,4.80078125
2007,Lucy Liu,4.8984375
2007,Michael Chiklis,4.8984375
2007,Carla Gugino,4.8984375
2007,James D'Arcy,4.8984375
2007,Marilyn Manson,4.8984375
2007,Martin Henderson,6.3984375
2007,Michelle Rodriguez,6.3984375
2007,Woody Harrelson,6.3984375
2007,Charlize Theron,6.3984375
2007,Jennifer Carpenter,6.3984375
2007,Jess Weixler,5.19921875
2007,John Hensley,5.19921875
2007,Josh Pais,5.19921875
2007,Hale Appleman,5.19921875
2007,Lenny Von Dohlen,5.19921875
2007,Carl Weathers,5.19921875
2007,David Koechner,5.19921875
2007,Melora Hardin,5.19921875
2007,Matthew Lawrence,5.19921875
2007,Brooke Nevin,5.19921875
2007,JosÃ© Garcia,5.80078125
2007,Marie Gillain,5.80078125
2007,Michel Serrault,5.80078125
2007,Lucas Belvaux,5.80078125
2007,Olivier Gourmet,5.80078125
2007,Anna Faris,6.6015625
2007,Adam Brody,6.6015625
2007,John Krasinski,6.6015625
2007,Jane Lynch,6.6015625
2007,Roscoe Lee Browne,6.6015625
2007,Mena Suvari,5.69921875
2007,Stephen Rea,5.69921875
2007,Russell Hornsby,5.69921875
2007,Rukiya Bernard,5.69921875
2007,Carolyn Purdy-Gordon,5.69921875
2007,Stacy Chbosky,5.1015625
2007,Ben Messmer,5.1015625
2007,Ivar Brogger,5.1015625
2007,Samantha Robson,5.1015625
2007,Beth Tapper,5.1015625
2007,Kevin Kline,7.19921875
2007,Cesar Ramos,7.19921875
2007,Paulina GaitaÌn,7.19921875
2007,Alicja Bachleda-CuruÅ›,7.19921875
2007,Marco PÃ©rez,7.19921875
2007,Jonathon Trent,5.3984375
2007,Derek Magyar,5.3984375
2007,George Jonson,5.3984375
2007,Patrick Bauchau,5.3984375
2007,Darryl Stephens,5.3984375
2007,Neil Dudgeon,6.69921875
2007,Bill Milner,6.69921875
2007,Jessica Hynes,6.69921875
2007,Anna Wing,6.69921875
2007,Will Poulter,6.69921875
2007,Chris Rock,5.30078125
2007,Kerry Washington,5.30078125
2007,Gina Torres,5.30078125
2007,Steve Buscemi,5.30078125
2007,Edward Herrmann,5.30078125
2007,Kenji Nojima,7.19921875
2007,Mai Nakahara,7.19921875
2007,Ryou Hirohashi,7.19921875
2007,Houko Kuwashima,7.19921875
2007,Daisuke Sakaguchi,7.19921875
2007,Joakim NÃ¤tterqvist,6.30078125
2007,Sofia Helin,6.30078125
2007,Stellan SkarsgÃ¥rd,6.30078125
2007,Michael Nyqvist,6.30078125
2007,Mirja Turestedt,6.30078125
2007,Steve Wiebe,7.8984375
2007,Billy Mitchell,7.8984375
2007,Walter Day,7.8984375
2007,Mark Alpiger,7.8984375
2007,Greg Bond,7.8984375
2007,Louis C.K.,7.30078125
2007,Daniel Radcliffe,5.80078125
2007,Jack Thompson,5.80078125
2007,Teresa Palmer,5.80078125
2007,Sullivan Stapleton,5.80078125
2007,Carole-Anne Fooks,5.80078125
2007,Jamie Kennedy,4.1015625
2007,Maria Menounos,4.1015625
2007,"Miguel A. NÃºÃ±ez, Jr.",4.1015625
2007,Michael Rosenbaum,4.1015625
2007,Christopher McDonald,4.1015625
2007,Stephanie Pettee,4.19921875
2007,Justin Smith,4.19921875
2007,Roy Abramsohn,4.19921875
2007,Susan Schramm,4.19921875
2007,AJ Bowen,4.19921875
2007,Gaspard Ulliel,6.0
2007,Aaran Thomas,6.0
2007,Gong Li,6.0
2007,Dominic West,6.0
2007,Rhys Ifans,6.0
2007,Brian Keith Allen,5.19921875
2007,Moazzam Begg,5.19921875
2007,Christopher Beiring,5.19921875
2007,Alex Gibney,5.19921875
2007,Brian Presley,5.30078125
2007,Rider Strong,5.30078125
2007,Jake Muxworthy,5.30078125
2007,Sean Astin,5.30078125
2007,Beto Cuevas,5.30078125
2007,Steven Seagal,5.3984375
2007,Eddie Griffin,5.3984375
2007,Kirk B.R. Woller,5.3984375
2007,Carmen Serano,5.3984375
2007,Liezl Carstens,5.3984375
2007,Rene Auberjonois,6.3984375
2007,Jeff Bennett,6.3984375
2007,Mindy Cohn,6.3984375
2007,Grey Griffin,6.3984375
2007,Kim Mai Guest,6.3984375
2007,Gillian Anderson,4.80078125
2007,Danny Dyer,4.80078125
2007,Adam Rayner,4.80078125
2007,Antony Byrne,4.80078125
2007,Anthony Calf,4.80078125
2007,Will Arnett,4.8984375
2007,Will Forte,4.8984375
2007,Kristen Wiig,4.8984375
2007,Chi McBride,4.8984375
2007,Lee Majors,4.8984375
2007,Tom Selleck,5.8984375
2007,Kathy Baker,5.8984375
2007,Kohl Sudduth,5.8984375
2007,Rebecca Pidgeon,5.8984375
2007,Sean Young,5.8984375
2007,Joseph Fiennes,7.0
2007,Dennis Haysbert,7.0
2007,Diane Kruger,7.0
2007,Shiloh Henderson,7.0
2007,Patrick Lyster,7.0
2007,Dan Fogler,5.0
2007,Christopher Walken,5.0
2007,George Lopez,5.0
2007,Maggie Q,5.0
2007,James Hong,5.0
2007,Chancellor Miller,6.30078125
2007,Nick Price,6.30078125
2007,Cameron Monaghan,6.30078125
2007,Naima Sebe,6.30078125
2007,Nigel Whitmey,6.30078125
2007,Robert Englund,5.3984375
2007,Trevor Matthews,5.3984375
2007,Daniel Kash,5.3984375
2007,David Fox,5.3984375
2007,Dean Hawes,5.3984375
2007,Richard Gere,5.80078125
2007,Claire Danes,5.80078125
2007,KaDee Strickland,5.80078125
2007,Ray Wise,5.80078125
2007,Russell Sams,5.80078125
2007,Alex Barnett,5.0
2007,Paul Goldblatt,5.0
2007,Macon Blair,5.0
2007,Stacy Rock,5.0
2007,Bill Tangradi,5.0
2007,Tyler Perry,6.30078125
2007,Jill Scott,6.30078125
2007,Janet Jackson,6.30078125
2007,Michael Jai White,6.30078125
2007,Malik Yoba,6.30078125
2007,Lindsey Haun,4.6015625
2007,Jack Huston,4.6015625
2007,Max Kasch,4.6015625
2007,Maya Hazen,4.6015625
2007,Alice Greczyn,4.6015625
2007,Shannyn Sossamon,4.3984375
2007,Pink,4.3984375
2007,Mihai Stanescu,4.3984375
2007,Emil Hostina,4.3984375
2007,Sandi Dragoi,4.3984375
2007,John Cusack,5.8984375
2007,Alessandro Nivola,5.8984375
2007,Doug Dearth,5.8984375
2007,Gracie Bednarczyk,5.8984375
2007,Michael Thomas Dunn,5.8984375
2007,Jean-Baptiste Maunier,4.0
2007,Jennifer Decker,4.0
2007,Benjamin Jungers,4.0
2007,Vladimir Consigny,4.0
2007,Edouard Collin,4.0
2007,Gabriel Iglesias,6.69921875
2007,Hanyu Zhang,7.30078125
2007,Ren Quan,7.30078125
2007,Wang Baoqiang,7.30078125
2007,Deng Chao,7.30078125
2007,Yuan Wenkang,7.30078125
2007,Paul Wesley,6.5
2007,Tom Skerritt,6.5
2007,Darren Scott,6.5
2007,Rick Worthy,6.5
2007,Lisa Lackey,6.5
2007,Thomas Kretschmann,5.6015625
2007,Troy Garity,5.6015625
2007,Franka Potente,5.6015625
2007,Stephen Fry,5.6015625
2007,Richard Rifkin,5.6015625
2007,Eva Mendes,5.6015625
2007,David Krumholtz,5.6015625
2007,Robert Brown,5.6015625
2007,Katie Cassidy,5.6015625
2007,Jay Hernandez,5.6015625
2007,Brittany Curran,5.1015625
2007,Alex Winzenread,5.1015625
2007,Michelle Duffy,5.1015625
2007,Emily Osment,5.1015625
2007,John Hawkinson,5.1015625
2007,Timothy Spall,5.80078125
2007,William Miller,5.80078125
2007,Tom Hardy,5.80078125
2007,Sophie Okonedo,5.80078125
2007,Morven Christie,5.80078125
2007,Mike Vogel,4.69921875
2007,Michael Dixon,4.69921875
2007,Christina Cole,4.69921875
2007,Michael Feast,4.69921875
2007,Charlie Anson,4.69921875
2007,Loren Horsley,6.8984375
2007,Jemaine Clement,6.8984375
2007,Joel Tobeck,6.8984375
2007,Rachel House,6.8984375
2007,David Fane,6.8984375
2007,Dominic Purcell,4.5
2007,Brooke Langton,4.5
2007,Orlando Jones,4.5
2007,JÃ¼rgen Prochnow,4.5
2007,Gideon Emery,4.5
2007,Clovis Cornillac,4.69921875
2007,Vimala Pons,4.69921875
2007,Zohar Wexler,4.69921875
2007,Sifan Shao,4.69921875
2007,Arben Bajraktaraj,4.69921875
2007,Alistair Abell,6.8984375
2007,Hank Banks,6.8984375
2007,Kathleen Barr,6.8984375
2007,Zachary Samuels,6.8984375
2007,Janyse Jaud,6.8984375
2007,Romola Garai,5.19921875
2007,Sam Neill,5.19921875
2007,Lucy Russell,5.19921875
2007,Michael Fassbender,5.19921875
2007,Charlotte Rampling,5.19921875
2007,Isabelle Adjani,7.3984375
2007,Pegah Ahangarani,7.3984375
2007,Anouk AimÃ©e,7.3984375
2007,Leonid Alexeenko,7.3984375
2007,Taraneh Alidoosti,7.3984375
2007,Marianne Faithfull,7.0
2007,Predrag 'Miki' Manojlovic,7.0
2007,Kevin Bishop,7.0
2007,Siobhan Hewlett,7.0
2007,Dorka Gryllus,7.0
2007,Gabe Nevins,6.3984375
2007,Taylor Momsen,6.3984375
2007,Jake Miller,6.3984375
2007,Daniel Liu,6.3984375
2007,Lauren McKinney,6.3984375
2007,Ilona Elkin,4.19921875
2007,Nicolas Wright,4.19921875
2007,Tim Rozon,4.19921875
2007,Emily Shelton,4.19921875
2007,Neil Napier,4.19921875
2007,Valeria Bertuccelli,7.30078125
2007,Alejandro Urdapilleta,7.30078125
2007,Julieta Cardinali,7.30078125
2007,Rafael Ferro,7.30078125
2007,Florencia Raggi,7.30078125
2007,David Hewlett,4.8984375
2007,Kate Hewlett,4.8984375
2007,Paul McGillion,4.8984375
2007,Christopher Judge,4.8984375
2007,Rachel Luttrell,4.8984375
2007,Ellen Page,5.8984375
2007,Ari Cohen,5.8984375
2007,Erin McMurtry,5.8984375
2007,Maxwell McCabe-Lokos,5.8984375
2007,Zie Souwand,5.8984375
2007,Daniel BrÃ¼hl,5.3984375
2007,Patrick Kennedy,5.3984375
2007,Vera Farmiga,5.3984375
2007,John Lynch,5.3984375
2007,Thomas Kretschmann,5.3984375
2007,Gabrielle Union,6.69921875
2007,Idris Elba,6.69921875
2007,"Louis Gossett, Jr.",6.69921875
2007,Tasha Smith,6.69921875
2007,Tracee Ellis Ross,6.69921875
2007,Corbin Bleu,5.3984375
2007,Keke Palmer,5.3984375
2007,David Reivers,5.3984375
2007,Shanica Knowles,5.3984375
2007,Laivan Greene,5.3984375
2007,Amber Heard,5.5
2007,Alexa PenaVega,5.5
2007,Katrina Begin,5.5
2007,Melonie Diaz,5.5
2007,Brie Larson,5.5
2007,Don Cheadle,6.8984375
2007,Chiwetel Ejiofor,6.8984375
2007,Taraji P. Henson,6.8984375
2007,Martin Sheen,6.8984375
2007,Mike Epps,6.8984375
2007,Dakota Fanning,6.19921875
2007,Oliver Clayton-Luce,6.19921875
2007,Isabelle Fuhrman,6.19921875
2007,Cody Hanford,6.19921875
2007,Piper Laurie,6.19921875
2007,Daniel Tosh,6.6015625
2007,MichÃ¨le Laroque,4.6015625
2007,Jacques Gamblin,4.6015625
2007,Wladimir Yordanoff,4.6015625
2007,Tom Morton,4.6015625
2007,ValÃ©rie Mairesse,4.6015625
2007,John DiMaggio,7.30078125
2007,Al Gore,7.30078125
2007,Billy West,7.30078125
2007,Katey Sagal,7.30078125
2007,Tom Cavanagh,5.1015625
2007,Jeffrey Anderson-Gunter,5.1015625
2007,Cas Anvar,5.1015625
2007,Paget Brewster,5.1015625
2007,Jordi Caballero,5.1015625
2007,Florence Loiret Caille,4.30078125
2007,BenoÃ®t Poelvoorde,4.30078125
2007,Natacha Lindinger,4.30078125
2007,Michel Duchaussoy,4.30078125
2007,Catherine Mouchet,4.30078125
2007,Matthew Wolf,1.5
2007,Amy Weber,1.5
2007,Shaley Scott,1.5
2007,Eliza Swenson,1.5
2007,Griff Furst,1.5
2007,Billy Zane,6.30078125
2007,Maggie Castle,6.30078125
2007,Jordan Madley,6.30078125
2007,Shauna MacDonald,6.30078125
2007,Evan Charles Flock,6.30078125
2007,Bruce Campbell,6.0
2007,Grace Thorsen,6.0
2007,Ted Raimi,6.0
2007,Adam Boyd,6.0
2007,Mike Estes,6.0
2007,Jon Voight,5.69921875
2007,Tamara Hope,5.69921875
2007,Trent Ford,5.69921875
2007,Lolita Davidovich,5.69921875
2007,Dean Cain,5.69921875
2007,Ryan Pinkston,5.0
2007,Kate Mara,5.0
2007,Craig Kilborn,5.0
2007,Teri Polo,5.0
2007,David Chisum,5.19921875
2007,Kristen Kerr,5.19921875
2007,Richard Tyson,5.19921875
2007,Kevin J. O'Connor,5.19921875
2007,Erick Avari,5.19921875
2007,Lou Taylor Pucci,6.30078125
2007,Zooey Deschanel,6.30078125
2007,Jena Malone,6.30078125
2007,Giuseppe Andrews,6.30078125
2007,Kathleen M. Darcy,6.30078125
2007,Loretta Devine,7.0
2007,Delroy Lindo,7.0
2007,Idris Elba,7.0
2007,Regina King,7.0
2007,Laz Alonso,7.0
2007,Tim Johnson,5.5
2007,J. Michael Weiss,5.5
2007,Joel Hanson,5.5
2007,Ron Vischer,5.5
2007,Arielle Brachfeld,5.5
2007,Lennie Loftin,5.80078125
2007,Danny DeVito,5.80078125
2007,Ben Garant,5.80078125
2007,Carlos Alazraqui,5.80078125
2007,Mary Birdsong,5.80078125
2007,Emma Watson,6.19921875
2007,Yasmin Paige,6.19921875
2007,Lucy Boynton,6.19921875
2007,Emilia Fox,6.19921875
2007,Victoria Wood,6.19921875
2007,Brandon Baker,4.80078125
2007,Cary-Hiroyuki Tagawa,4.80078125
2007,Jake T. Austin,4.80078125
2007,Robyn Lively,4.80078125
2007,Mary Page Keller,4.80078125
2007,Michael Shannon,6.3984375
2007,Glenda Pannell,6.3984375
2007,Lynnsee Provence,6.3984375
2007,Douglas Ligon,6.3984375
2007,Barlow Jacobs,6.3984375
2007,T. J. Thyne,6.1015625
2007,Vicki Davis,6.1015625
2007,Pam Cooke,6.1015625
2007,Manolo Travieso Hurst,6.1015625
2007,Danielle Kaplowitz,6.1015625
2007,Bai Ling,4.80078125
2007,Alec Newman,4.80078125
2007,Parry Shen,4.80078125
2007,Faye Dunaway,4.80078125
2007,Ethan Cohn,4.80078125
2007,Kierston Wareing,5.5
2007,Juliet Ellis,5.5
2007,Leslaw Zurek,5.5
2007,Colin Caughlin,5.5
2007,Joe Siffleet,5.5
2007,Bill Farmer,7.80078125
2007,Corey Burton,7.80078125
2007,Cedric the Entertainer,4.8984375
2007,Lucy Liu,4.8984375
2007,Nicollette Sheridan,4.8984375
2007,Mark Dacascos,4.8984375
2007,Callum Keith Rennie,4.8984375
2007,Zach Galifianakis,7.30078125
2007,Joe Wagner,7.30078125
2007,Brian Unger,7.30078125
2007,Jaime King,5.0
2007,Terry Chen,5.0
2007,Cheng Pei-Pei,5.0
2007,Henry O,5.0
2007,Michael Biehn,5.0
2007,GÃ©rard Depardieu,5.80078125
2007,Nathalie Baye,5.80078125
2007,Mathieu Amalric,5.80078125
2007,Samy Seghir,5.80078125
2007,Catherine Hiegel,5.80078125
2007,Akshay Kumar,6.3984375
2007,Fardeen Khan,6.3984375
2007,Ritesh Deshmukh,6.3984375
2007,Vidya Balan,6.3984375
2007,Boman Irani,6.3984375
2007,Christian Slater,6.3984375
2007,John Gulager,6.3984375
2007,Elisha Cuthbert,6.3984375
2007,Jamison Jones,6.3984375
2007,Michael DeLuise,6.3984375
2007,Isabella Rossellini,6.30078125
2007,Erik Steffen Maahs,6.30078125
2007,Sullivan Brown,6.30078125
2007,Gretchen Krich,6.30078125
2007,Maya Lawson,6.30078125
2007,Pascal Langdale,4.19921875
2007,Georgia Mackenzie,4.19921875
2007,Julia Ballard,4.19921875
2007,Joanna Bobin,4.19921875
2007,Annabelle Wallis,4.19921875
2007,Nicole Kidman,5.8984375
2007,Jack Black,5.8984375
2007,Jennifer Jason Leigh,5.8984375
2007,John Turturro,5.8984375
2007,CiarÃ¡n Hinds,5.8984375
2007,Leah Rachel,2.900390625
2007,Erin Reese,2.900390625
2007,Germaine De Leon,2.900390625
2007,Tobin Bell,2.900390625
2007,Terence Jay,2.900390625
2007,Nicholas D'Agosto,6.30078125
2007,Margo Martindale,6.30078125
2007,Reece Thompson,6.30078125
2007,Anna Kendrick,6.30078125
2007,Jonah Hill,6.30078125
2007,Ashley Benson,5.6015625
2007,Cassie Scerbo,5.6015625
2007,Noel Areizaga,5.6015625
2007,Jennifer Tisdale,5.6015625
2007,Kierstin Koppel,5.6015625
2007,Tamera Mowry,4.8984375
2007,Tia Mowry,4.8984375
2007,Patrick Fabian,4.8984375
2007,Leslie Seiler,4.8984375
2007,Karen Holness,4.8984375
2007,Nora Zehetner,5.0
2007,Brenna O'Brien,5.0
2007,Carly Pope,5.0
2007,Don S. Davis,5.0
2007,Tim Perez,5.0
2007,Piotr Adamczyk,6.0
2007,Magdalena Boczarska,6.0
2007,Maria Gladkowska,6.0
